devicename,date,CO2,Soil EC,Soil Moisture,Soil Nitrogen,Soil Phosphorus,Soil Potassium,Soil Temperature,Soil pH,Soil EC Category,Soil Moisture Category,Soil pH Category,N Category,P Category,K Category,NPK Ratio,NPK Status,Optimal Plant,NPK - Plant Readiness,C_N_Ratio,C_N_Status,feeding_description,Feeding Category,Browns (g),Greens (g)
NDS010,2024-11-30,493.0,1312.0,69.4,235.0,590.0,586.0,27.5,5.6,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS010,2024-12-01,493.0,1225.0,66.4,217.0,548.0,544.0,27.8,5.7,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS010,2024-12-02,526.0,996.0,62.5,169.0,437.0,433.0,27.5,5.7,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS010,2024-12-03,567.0,941.0,53.1,157.0,411.0,406.0,27.4,6.1,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS010,2024-12-04,529.0,847.0,51.0,138.0,365.0,360.0,27.4,6.1,Optimal,High,Optimal,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS010,2024-12-05,542.0,818.0,43.7,132.0,351.0,346.0,27.8,6.0,Optimal,High,Optimal,High,High,High,1.0 : 2.7 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS010,2024-12-06,494.0,822.0,49.5,133.0,353.0,348.0,28.2,5.9,Optimal,High,Low,High,High,High,1.0 : 2.7 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS010,2024-12-07,501.0,756.0,47.7,119.0,321.0,316.0,28.4,5.9,Low,High,Low,High,High,High,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS010,2024-12-08,450.0,798.0,51.9,128.0,342.0,336.0,27.5,5.9,Low,High,Low,High,High,High,1.0 : 2.7 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS010,2024-12-09,484.0,753.0,53.3,118.0,320.0,314.0,26.8,6.0,Low,High,Optimal,High,High,High,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,"100g of distilled water, 4g of dried radish tops, 4g of crushed eggshells, 5g of dried chye sim",Green,0,9
NDS010,2024-12-10,545.0,716.0,43.7,111.0,302.0,296.0,27.0,5.3,Low,High,Low,High,High,Low,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-12-11,495.0,685.0,45.6,104.0,287.0,281.0,27.6,5.6,Low,High,Low,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-12-12,498.0,640.0,41.9,95.0,265.0,259.0,27.3,5.7,Low,High,Low,Low,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-12-13,506.0,653.0,41.0,97.0,272.0,266.0,27.0,5.8,Low,High,Low,Low,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-12-14,532.0,678.0,42.3,103.0,284.0,278.0,27.7,5.8,Low,High,Low,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-12-15,558.0,696.0,44.2,106.0,292.0,287.0,27.9,5.8,Low,High,Low,High,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS010,2024-12-16,552.0,703.0,44.3,108.0,296.0,290.0,27.1,5.5,Low,High,Low,High,Low,Low,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,"40g of distilled water, 7g of crushed eggshells, 10g of coffee grounds, 3g of fresh mint leaves, 5g of dried chye sim",Mixed,10,15
NDS010,2024-12-17,450.0,709.0,43.2,109.0,299.0,293.0,27.4,5.6,Low,High,Low,High,Low,Low,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS010,2024-12-23,449.0,1158.0,82.3,203.0,515.0,511.0,26.4,5.6,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,"40g of distilled water, 3g of fresh mint leaves, 3g of dried chye sim",Green,0,6
NDS010,2024-12-24,426.0,1173.0,68.8,206.0,522.0,519.0,26.2,5.6,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS010,2024-12-25,479.0,1155.0,67.1,202.0,514.0,510.0,26.2,5.8,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS010,2024-12-26,457.0,1245.0,84.7,221.0,557.0,554.0,26.7,5.7,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS010,2024-12-27,433.0,1251.0,83.7,222.0,560.0,557.0,26.9,5.8,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS010,2024-12-29,438.0,1303.0,81.6,233.0,585.0,582.0,26.4,5.7,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS010,2024-12-30,455.0,1303.0,84.4,233.0,585.0,582.0,26.3,5.8,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS010,2024-12-31,464.0,1327.0,84.5,238.0,597.0,593.0,26.2,5.7,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-09-01,561.0,1362.0,62.3,245.0,614.0,610.0,29.1,5.1,Optimal,High,Low,High,Optimal,Optimal,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,"4g of crushed eggshells, 3g of dried mango skins, 3g of dried chye sim",Green,0,7
NDS011,2024-09-02,612.0,1350.0,65.8,243.0,608.0,605.0,29.2,5.6,Optimal,High,Low,High,Optimal,Optimal,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,"4g of crushed eggshells, 20g of coffee grounds, 5g of dried chye sim",Mixed,20,9
NDS011,2024-09-03,625.0,1374.0,67.9,248.0,619.0,616.0,28.5,5.7,Optimal,High,Low,High,Optimal,Optimal,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-09-04,700.0,1292.0,61.8,231.0,580.0,576.0,27.2,5.3,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-09-05,548.0,1318.0,58.5,236.0,592.0,589.0,28.3,5.4,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-09-06,525.0,1359.0,58.5,245.0,612.0,609.0,28.8,5.4,Optimal,High,Low,High,Optimal,Optimal,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-09-07,638.0,1324.0,58.6,237.0,595.0,592.0,28.7,5.3,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,75g of coffee grounds,Brown,75,0
NDS011,2024-09-08,626.0,1313.0,59.7,235.0,590.0,587.0,27.8,5.4,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-09-09,499.0,1339.0,62.2,241.0,603.0,599.0,27.4,5.3,Optimal,High,Low,High,Optimal,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,"3g of dried radish tops, 7g of crushed eggshells, 4g of dried mango skins, 2g of dried chye sim",Green,0,9
NDS011,2024-09-10,467.0,1307.0,59.7,234.0,587.0,584.0,27.3,5.4,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,"100g of distilled water, 3g of dried radish tops, 2g of fresh mint leaves, 5g of dried chye sim",Green,0,7
NDS011,2024-09-19,485.0,1330.0,55.7,239.0,598.0,595.0,28.6,5.3,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-09-20,519.0,1269.0,50.7,226.0,569.0,565.0,27.8,5.2,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-09-21,586.0,1315.0,63.3,236.0,591.0,588.0,27.9,5.0,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,"5g of dried radish tops, 4g of crushed eggshells, 3g of dried mango skins",Green,0,4
NDS011,2024-09-22,561.0,1251.0,53.1,222.0,560.0,557.0,29.1,5.4,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-09-23,563.0,1211.0,55.0,214.0,541.0,537.0,28.0,5.5,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-09-24,577.0,1132.0,57.9,197.0,503.0,499.0,27.4,5.5,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,"2g of dried radish tops, 7g of crushed eggshells, 2g of fresh mint leaves, 2g of dried mango skins",Green,0,9
NDS011,2024-09-25,506.0,1132.0,57.5,197.0,503.0,499.0,26.9,5.3,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,"3g of dried radish tops, 20g of coffee grounds, 2g of fresh mint leaves",Mixed,20,2
NDS011,2024-09-26,721.0,667.0,24.0,100.0,278.0,273.0,26.6,5.6,Low,High,Low,Low,Low,Low,1.0 : 2.8 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,7:1,Unbalanced,,,0,0
NDS011,2024-09-27,682.0,767.0,26.4,121.0,327.0,321.0,28.3,5.5,Low,High,Low,High,High,High,1.0 : 2.7 : 2.7,Unbalanced,Not Done Composting,Not Done Composting,6:1,Unbalanced,,,0,0
NDS011,2024-09-28,689.0,841.0,29.1,137.0,362.0,357.0,28.3,5.4,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS011,2024-09-29,616.0,849.0,28.2,138.0,366.0,361.0,28.2,5.3,Optimal,High,Low,High,High,High,1.0 : 2.7 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,200g of water,Unknown,0,0
NDS011,2024-09-30,693.0,861.0,30.8,141.0,372.0,367.0,27.7,5.2,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS011,2024-10-01,690.0,884.0,32.4,146.0,383.0,378.0,27.4,5.1,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,5:1,Unbalanced,,,0,0
NDS011,2024-10-02,625.0,925.0,34.1,154.0,403.0,398.0,28.0,5.2,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS011,2024-10-03,619.0,936.0,35.9,156.0,408.0,403.0,28.0,5.1,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS011,2024-10-04,575.0,954.0,38.9,160.0,417.0,412.0,27.3,5.1,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,"45g of distilled water, 8g of crushed eggshells, 10g of coffee grounds, 5g of dried chye sim",Mixed,10,13
NDS011,2024-10-05,510.0,989.0,37.8,167.0,434.0,429.0,27.5,5.2,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.6,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-10-06,635.0,1059.0,43.6,182.0,467.0,463.0,27.2,5.3,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,"70g of distilled water, 25g of coffee grounds, 2g of fresh mint leaves, 2g of dried mango skins",Mixed,25,2
NDS011,2024-10-07,661.0,1082.0,45.1,187.0,479.0,474.0,27.6,5.4,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,"70g of distilled water, 2g of dried radish tops, 7g of crushed eggshells",Green,0,7
NDS011,2024-10-08,658.0,1138.0,45.6,199.0,506.0,502.0,27.8,5.4,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-10-09,633.0,1114.0,41.6,194.0,494.0,490.0,27.5,5.4,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-10-10,661.0,1094.0,40.3,189.0,484.0,480.0,27.7,5.4,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-10-11,633.0,1120.0,44.7,195.0,497.0,493.0,27.6,5.5,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-10-12,573.0,1138.0,43.0,199.0,506.0,502.0,26.9,5.4,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,"40g of distilled water, 4g of dried radish tops, 5g of crushed eggshells, 2g of fresh mint leaves, 5g of dried mango skins",Green,0,7
NDS011,2024-10-13,532.0,1135.0,43.0,198.0,504.0,500.0,27.4,5.4,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-10-14,549.0,1097.0,41.6,190.0,486.0,482.0,26.1,5.4,Optimal,High,Low,High,High,High,1.0 : 2.6 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-10-15,624.0,1114.0,43.6,194.0,494.0,490.0,27.0,5.4,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-10-16,628.0,1146.0,45.7,200.0,509.0,505.0,27.1,5.5,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-10-17,769.0,1240.0,44.3,220.0,555.0,551.0,27.0,5.4,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-10-18,879.0,1321.0,44.8,237.0,594.0,591.0,27.6,5.4,Optimal,High,Low,High,High,High,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,4:1,Unbalanced,,,0,0
NDS011,2024-10-19,692.0,1359.0,47.2,245.0,612.0,609.0,27.1,5.3,Optimal,High,Low,High,Optimal,Optimal,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-10-20,789.0,1371.0,47.0,247.0,618.0,615.0,27.3,5.4,Optimal,High,Low,High,Optimal,Optimal,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-10-21,734.0,1429.0,50.0,259.0,646.0,643.0,28.4,5.5,Optimal,High,Low,High,Optimal,Optimal,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,"2g of dried radish tops, 6g of crushed eggshells, 15g of coffee grounds, 5g of dried mango skins",Mixed,15,6
NDS011,2024-10-22,670.0,1464.0,53.4,267.0,663.0,660.0,28.6,5.6,Optimal,High,Low,High,Optimal,Optimal,1.0 : 2.5 : 2.5,Unbalanced,Not Done Composting,Not Done Composting,3:1,Unbalanced,,,0,0
NDS011,2024-11-05,449.0,1940.0,88.5,366.0,892.0,892.0,27.6,6.7,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,"45g of distilled water, 3g of dried radish tops, 10g of coffee grounds, 4g of fresh mint leaves",Mixed,10,4
NDS011,2024-11-06,503.0,1933.0,82.3,364.0,889.0,888.0,27.2,6.8,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-11-07,468.0,1927.0,88.2,363.0,886.0,885.0,27.3,6.7,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-11-08,520.0,1927.0,84.4,363.0,886.0,885.0,27.3,6.8,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-11-09,431.0,1924.0,82.3,363.0,885.0,884.0,27.2,6.7,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,"100g of distilled water, 5g of dried radish tops, 3g of dried mango skins",Unknown,0,0
NDS011,2024-11-10,522.0,1924.0,87.6,363.0,885.0,884.0,26.9,6.8,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-11-11,519.0,1933.0,84.4,364.0,889.0,888.0,26.9,6.8,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-11-12,520.0,1940.0,89.3,366.0,892.0,892.0,27.1,6.7,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-11-13,500.0,1918.0,88.5,361.0,882.0,881.0,26.4,6.9,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-11-14,538.0,1885.0,92.5,354.0,866.0,865.0,26.6,7.0,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-11-15,503.0,1900.0,84.4,358.0,873.0,872.0,26.6,6.8,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,"100g of distilled water, 150g of dried leaves",Unknown,0,0
NDS011,2024-11-16,471.0,1891.0,87.7,356.0,869.0,868.0,26.0,6.9,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-11-17,480.0,1879.0,87.4,353.0,863.0,862.0,26.0,7.0,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-11-18,473.0,1858.0,77.7,349.0,853.0,852.0,26.1,6.9,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-11-19,460.0,1867.0,85.3,351.0,857.0,856.0,26.1,6.9,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-11-20,468.0,1888.0,86.5,355.0,867.0,866.0,26.2,7.0,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-11-27,642.0,1912.0,94.3,360.0,879.0,878.0,27.0,7.4,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,"20g of coffee grounds, 4g of dried mango skins",Brown,20,0
NDS011,2024-11-28,622.0,1955.0,92.4,369.0,900.0,899.0,27.4,7.6,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-11-29,578.0,1961.0,92.8,370.0,903.0,902.0,26.8,7.5,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-11-30,552.0,1991.0,93.8,377.0,917.0,916.0,27.5,7.5,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-01,564.0,2004.0,93.8,379.0,923.0,923.0,27.9,7.6,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-02,594.0,2043.0,93.8,387.0,942.0,942.0,27.6,7.6,High,High,High,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,2:1,Unbalanced,,,0,0
NDS011,2024-12-03,562.0,1985.0,91.6,375.0,914.0,913.0,27.4,7.3,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-04,516.0,1970.0,100.0,372.0,907.0,906.0,27.5,7.2,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-05,526.0,1955.0,92.7,369.0,900.0,899.0,27.8,7.2,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-06,530.0,1961.0,93.8,370.0,903.0,902.0,28.2,7.3,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-07,496.0,1943.0,85.2,367.0,894.0,893.0,28.4,7.3,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-08,481.0,1900.0,90.8,358.0,873.0,872.0,27.7,7.5,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-09,478.0,1897.0,88.5,357.0,872.0,871.0,26.8,7.1,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,20g of coffee grounds,Brown,20,0
NDS011,2024-12-10,493.0,1897.0,89.6,357.0,872.0,871.0,27.0,6.7,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-11,504.0,1912.0,82.3,360.0,879.0,878.0,27.6,6.9,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-12,504.0,1909.0,87.3,359.0,877.0,876.0,27.4,7.1,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-13,488.0,1891.0,89.6,356.0,869.0,868.0,27.0,7.1,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-14,482.0,1924.0,85.5,363.0,885.0,884.0,27.7,7.2,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-15,488.0,1897.0,84.5,357.0,872.0,871.0,27.9,7.4,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
NDS011,2024-12-16,472.0,1915.0,85.5,361.0,880.0,879.0,27.2,7.3,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,"4g of dried radish tops, 6g of crushed eggshells, 25g of coffee grounds, 2g of fresh mint leaves",Mixed,25,8
NDS011,2024-12-17,477.0,1927.0,86.0,363.0,886.0,885.0,27.3,7.3,High,High,Optimal,Optimal,Optimal,Optimal,1.0 : 2.4 : 2.4,Unbalanced,Not Done Composting,Not Done Composting,1:1,Unbalanced,,,0,0
